ID_1,attn_dict_common
1607,"{'abe': [0.473708391, 0.329143226, 0.21312567600000001], 'ahmedabad': [0.131690651, 0.044348097999999996, 0.313484579], 'japanese': [0.051024716, 0.0, 0.36126950399999996], 'modi': [0.028587036, 0.0691154, 0.065916918]}"
1608,"{'abe': [0.41026732299999996, 0.37726360600000003, 0.289875388], 'shinzo': [0.071962088, 0.161535501, 0.05259790599999999], 'japan': [0.520661473, 0.316905051, 0.53947407]}"
1609,"{'abe': [0.452605098, 0.329143226, 0.45766231399999996], 'japan': [0.2829144, 0.0, 0.23829399], 'shinzo': [0.22089339800000002, 0.244863153, 0.114382267], 'japanese': [0.424217939, 0.0, 0.0], 'modi': [0.160038292, 0.0691154, 0.068948336], 'pm': [0.36907485100000004, 0.215776742, 0.45247286600000003]}"
1610,"{'aiadmk': [0.39265263100000003, 0.589033425, 0.20520319], 'faction': [0.03003725, 0.184489161, 0.16821984899999998], 'sasikala': [0.272621661, 0.579978824, 0.546103239], 'council': [0.08062949, 0.42813068600000004, 0.12067017], 'secretary': [0.316149026, 0.8780606990000001, 0.207680017]}"
1611,"{'abe': [0.69631803, 0.375528961, 0.289875388], 'shinzo': [0.301948667, 0.044993285, 0.05259790599999999], 'japan': [0.5975866910000001, 0.0, 0.53947407], 'india': [0.8859454990000001, 0.6665980220000001, 0.304888755], 'visit': [0.9999998809999999, 0.188549787, 0.962688208], 'modi': [0.185892284, 0.066828951, 0.028094097999999998]}"
1612,"{'rahul': [0.116920069, 0.139394611, 0.25204077399999997], 'congress': [0.117762536, 0.13290190699999999, 0.429539561], 'gandhi': [0.111587569, 0.08591678, 0.45891076299999994]}"
1613,"{'court': [0.24230708199999998, 0.32001528100000004, 0.147695974], 'sale': [0.135467276, 0.071213417, 0.38236522700000003], 'permanent': [0.351466537, 0.098983943, 0.445140839], 'diwali': [0.033533402000000004, 0.17157106100000002, 0.052063200999999996]}"
1614,"{'ryan': [0.254394233, 0.45686689, 0.314093083], 'school': [0.637734473, 0.21098460300000002, 0.649677932], 'international': [0.204414412, 0.233742952, 0.10434114900000001], 'murder': [0.32224431600000003, 0.073655814, 0.190150067]}"
1615,"{'bengal': [0.541418254, 0.179277733, 0.310585767], 'shah': [0.16565026300000002, 0.6744633320000001, 0.37921941299999995], 'amit': [0.653204441, 0.138548359, 0.7989990709999999], 'bjp': [0.5636709329999999, 0.471491337, 0.550633907]}"
1616,"{'terrorist': [0.332245648, 0.048893765, 0.292844057], 'force': [0.10917390099999999, 0.145028964, 0.497399211], 'kulgam': [0.031664871000000004, 0.286125571, 0.250477016], 'security': [0.099937335, 0.243949026, 0.58862865]}"
1618,"{'bjp': [0.844866931, 0.46732786299999995, 0.375132233], 'poll': [0.38694375799999997, 0.406864166, 0.358795851], 'shah': [0.126970351, 0.24061463800000002, 0.193089992], 'state': [0.174138278, 0.051809993, 0.01796451], 'tour': [0.637124062, 0.200306326, 0.0], 'odisha': [0.078769505, 0.205293953, 0.530758142]}"
1619,"{'rally': [0.60299325, 0.386392742, 0.526893795], 'worker': [0.102545395, 0.460914761, 0.169154853], 'bjp': [0.37773045899999996, 0.547634065, 0.31442558800000003], 'bjps': [0.843385756, 0.641203344, 0.596650541]}"
1620,"{'grenade': [0.328785717, 0.327887475, 0.217088372], 'jehangir': [0.105822988, 0.10911715, 0.13682024199999998], 'srinagar': [0.37680873299999995, 0.18719531600000003, 0.674460948], 'chowk': [0.218621016, 0.033659577, 0.541166842], '14': [0.027915587999999998, 0.397129148, 0.0], 'injured': [0.054091050999999994, 0.151663795, 0.013532899]}"
1621,"{'lalu': [0.27871683199999997, 0.28902626, 0.165613905], 'hotel': [0.562948048, 0.445008785, 0.316535354], 'yadav': [0.40723320799999996, 0.584289789, 0.239605486], 'cbi': [0.383089244, 0.462611437, 0.505078197], 'alleged': [0.021506937, 0.033607597999999995, 0.688138425], 'son': [0.105432361, 0.138932705, 0.19965449], 'tejashwi': [0.0, 0.437540501, 0.236502856], 'railway': [0.46715188, 0.7154195309999999, 0.032530226]}"
1622,"{'defence': [0.6383888129999999, 0.699525774, 0.296449393], 'sitharaman': [0.275782853, 0.448706627, 0.9999997620000001], 'charge': [0.9978209729999999, 0.0, 0.195321932], 'nirmala': [0.0, 0.250689149, 0.40555805], 'minister': [0.038143359, 0.522419691, 0.073562808]}"
1623,"{'salem': [0.20851643399999997, 0.49540290200000003, 0.06015576], 'blast': [0.664446115, 0.0, 0.24460271], 'abu': [0.110951088, 0.062997974, 0.044669952], 'convicted': [0.130616665, 0.133402839, 0.047532868], 'mumbai': [0.228450343, 0.0, 0.823635399]}"
1624,"{'fire': [0.215043724, 0.356230676, 0.23279646], 'mumbai': [0.201384172, 0.281418145, 0.122387476], 'building': [0.435213685, 0.558060825, 0.41360109999999994], 'juhu': [0.118316561, 0.158298254, 0.396870732], 'cylinder': [0.20022290899999998, 0.322613269, 0.11313632900000001], 'said': [0.228797361, 0.201656833, 0.121657759], 'explosion': [0.095578127, 0.176448822, 0.18876642], 'injured': [0.0, 0.114071324, 0.11028681], 'killed': [0.199731424, 0.205135226, 0.23974227899999997]}"
1625,"{'vigilantism': [0.05942931, 0.074559771, 0.19938591100000003], 'cow': [0.044709730999999996, 0.147216126, 0.756680369], 'state': [0.127582997, 0.20327343, 0.502621293]}"
1626,"{'lankesh': [0.10489728300000001, 0.18666011100000002, 0.041361921], 'bengaluru': [0.217493102, 0.0, 0.27639272800000003], 'gauri': [0.0, 0.053246971, 0.025821619], 'murder': [0.116813496, 0.111443438, 0.10061726]}"
1628,"{'vigilantism': [0.247258082, 0.074559771, 0.19938591100000003], 'cow': [0.205733195, 0.147216126, 0.756680369], 'court': [0.19738768, 0.218365163, 0.35379374], 'state': [0.06417492799999999, 0.20327343, 0.502621293], 'asked': [0.699332058, 0.16915589600000003, 0.135341242], 'vigilante': [0.052476965, 0.239721999, 0.122982375]}"
1629,"{'myanmar': [0.289468467, 0.047548067, 0.301807791], 'visit': [0.0, 0.036745573999999996, 0.15337277900000001]}"
1630,"{'rocky': [0.29349193, 0.532022655, 0.16900582600000003], 'yadav': [0.230385125, 0.460547775, 0.415186286], 'gaya': [0.385500401, 0.157647505, 0.114381731], 'aditya': [0.304572195, 0.146177977, 0.305727184], 'teni': [0.068708189, 0.032788713, 0.333833754]}"
1631,"{'shah': [0.597796082, 0.24061463800000002, 0.26478523], 'odisha': [0.211547419, 0.205293953, 0.163021967]}"
1632,"{'nia': [0.242881715, 0.784206152, 0.076827534], 'funding': [0.232611135, 0.0, 0.021943592999999997], 'kashmir': [0.078273118, 0.307092071, 0.056277789], 'valley': [0.09860994699999999, 0.230322197, 0.15602281699999998], 'arrested': [0.154107377, 0.012441601000000002, 0.074024409]}"
1633,"{'lankesh': [0.9292330740000001, 0.620377421, 0.566752195], 'gauri': [0.322182566, 0.17410594199999999, 0.153757066], 'shot': [0.813654304, 0.235733002, 0.112758644], 'journalist': [0.7230906490000001, 0.0, 0.19594773699999998], 'dead': [0.722183585, 0.34261575299999997, 0.0], 'bengaluru': [0.395150751, 0.0, 0.058636349000000004]}"
1634,"{'farmhouse': [0.147675335, 0.042863201, 0.429217339], 'misa': [0.123503506, 0.186027735, 0.0], 'bharti': [0.176653743, 0.590695262, 0.182108998], 'bijwasan': [0.366182923, 0.045553043, 0.33612147], 'husband': [0.128524303, 0.540421069, 0.165376201], 'laundering': [0.778727174, 0.227398276, 0.119053885], 'delhi': [0.208932415, 0.26461494, 0.48262518600000004], 'shailesh': [0.686010838, 0.258026242, 0.203044325]}"
1635,"{'adityanath': [0.233566105, 0.356937736, 0.188042551], 'yogi': [0.062417652000000004, 0.183398053, 0.689593971]}"
1636,"{'xi': [0.305966914, 0.260495394, 0.20647901300000002], 'brics': [0.093190268, 0.375041455, 0.0], 'jinping': [0.111303754, 0.082202159, 0.11743616300000001], 'summit': [0.12971776699999998, 0.206232592, 0.0]}"
1637,"{'myanmar': [1.0, 0.6203446979999999, 0.601119816], 'visit': [0.125138834, 0.153064743, 0.773114264], 'bilateral': [0.004948864, 0.10753592099999999, 0.13301043199999998]}"
1638,"{'farmhouse': [0.18838706600000002, 0.042863201, 0.429217339], 'misa': [0.317689031, 0.186027735, 0.0], 'shailesh': [0.47836983200000005, 0.258026242, 0.203044325], 'bharti': [0.349021465, 0.590695262, 0.182108998], 'husband': [0.49828332700000005, 0.540421069, 0.165376201], 'laundering': [0.634902239, 0.227398276, 0.119053885], 'bijwasan': [0.467978179, 0.045553043, 0.33612147], 'delhi': [0.294599801, 0.26461494, 0.48262518600000004]}"
1639,"{'court': [0.10693655199999999, 0.15992257, 0.511691451], 'police': [0.125449836, 0.21426998100000003, 0.11437477900000001]}"
1640,"{'myanmar': [0.35063871700000004, 0.571197093, 0.137537673], 'aung': [0.281662256, 0.285016268, 0.397536546], 'san': [0.09406048800000001, 0.090124875, 0.130525559], 'kyi': [0.244123101, 0.217869759, 0.339049965], 'suu': [0.050186045, 0.025757382000000002, 0.068374038]}"
1641,"{'xi': [0.148065865, 0.179200143, 0.45212608600000004]}"
1643,"{'bilateral': [0.020078829, 0.10753592099999999, 0.208782926], 'modi': [0.017141873000000002, 0.061429635, 0.08289542]}"
1644,"{'brics': [0.992984951, 0.431652725, 0.5540116429999999], 'xiamen': [0.08935497, 0.33894038200000004, 0.068989888]}"
1645,"{'cabinet': [0.330266774, 0.337749809, 0.130214676], 'piyush': [0.205928117, 0.12346812300000001, 0.653211772], 'minister': [0.236929759, 0.33053830300000003, 0.776545525], 'sitharaman': [0.554567873, 0.9999998809999999, 0.233889192]}"
1646,"{'myanmar': [0.546974361, 0.261763602, 0.743965447], 'visit': [0.999999642, 0.376710176, 0.302635223], 'forward': [0.38537567899999997, 0.123196021, 0.23878686100000002], 'bilateral': [0.047489795999999994, 0.018843278, 0.08096429], 'china': [0.305102408, 0.073357932, 0.161740676], 'cooperation': [0.206694767, 0.276398659, 0.34336552], 'modi': [0.078029424, 0.204118192, 0.053056013]}"
1649,"{'brics': [0.705179751, 0.122085057, 0.146080196], 'summit': [0.419011563, 0.076719679, 0.410821348], 'visit': [0.35362365799999995, 0.376710176, 0.10193043199999999], 'china': [0.24545472899999998, 0.073357932, 0.227747664], 'modi': [0.059056725, 0.204118192, 0.075572185], 'september': [0.34605822, 0.0, 0.316525668]}"
1652,"{'pantha': [0.232605025, 0.0, 0.229537457], 'chowk': [0.403652012, 0.0, 0.448551208], 'policeman': [0.155732661, 0.41987437, 0.0], 'attack': [0.176060081, 0.11396405800000001, 0.166511074]}"
1653,"{'landfill': [0.25883168, 0.371136725, 0.075104542], 'ghazipur': [0.076550327, 0.106190652, 0.292441428], 'collapsed': [0.24896290899999998, 0.13046664, 0.187488988]}"
1654,"{'sheet': [0.167841464, 0.263509214, 0.135046721], 'charge': [0.234832779, 0.422055274, 0.093706265]}"
1655,"{'bofors': [0.050079825999999994, 0.147239566, 0.44750121200000004], 'swedish': [0.154575124, 0.12190358300000001, 0.127003387]}"
1656,"{'building': [0.48811695, 0.582793176, 0.20086571600000003], 'collapse': [0.321575522, 0.195943475, 0.127278298], 'mumbai': [0.084935829, 0.547285914, 0.41799074399999997], 'collapsed': [0.057003807000000004, 0.28791311399999997, 0.226613969], 'rain': [0.239126742, 0.5305544729999999, 0.019755427]}"
1657,"{'ocean': [0.205025971, 0.39782092, 0.0], 'swaraj': [0.7096827029999999, 0.608463109, 0.668893754], 'region': [0.130100444, 0.026416264, 0.0]}"
1658,"{'rocky': [0.503214002, 0.523066759, 0.034545027], 'court': [0.184305787, 0.14707806699999998, 0.387138873], 'guilty': [0.150682911, 0.194253311, 0.31569591199999997]}"
1659,"{'gauba': [0.481205493, 0.426158845, 0.540664852], 'secretary': [0.251013279, 0.249702662, 0.279418379], 'home': [0.19416767399999998, 0.176516235, 0.223884508], 'served': [0.264170945, 0.350000054, 0.77603215], 'ministry': [0.356680602, 0.38364660700000003, 0.686123431], 'rajiv': [0.0, 0.0, 0.554725826], 'appointed': [0.155768871, 0.15938358, 0.2218761], 'union': [0.35403502, 0.5278655289999999, 0.645092905], 'twoyear': [0.041259144, 0.0, 0.286986232], 'mehrishi': [0.0, 0.0, 0.191131085]}"
1660,"{'army': [0.68398279, 0.322658628, 0.128433272], 'reform': [0.7487275, 0.425270349, 0.0], 'capability': [0.0, 0.0, 0.0], 'combat': [0.973413408, 0.0, 0.0], 'shekatkar': [0.26984629, 0.0, 0.0], '57000': [0.343579113, 0.30573415800000003, 0.0]}"
1661,"{'land': [0.296912163, 0.041963227, 0.092893213], 'bikaner': [0.321667999, 0.312083602, 0.420954347], 'cbi': [0.611707449, 0.38293504700000003, 0.540988028], '18': [0.280780256, 0.787629545, 0.0], 'company': [0.36195135100000003, 0.321442038, 0.310664922], 'rajasthan': [0.36427360799999997, 0.184626698, 0.406438112], 'government': [0.37895101299999995, 0.065142311, 0.201576352], 'robert': [0.039939865, 0.062632829, 0.13442979800000002], 'deal': [0.014073747, 0.059731904, 0.0], 'referred': [0.24521037899999998, 0.350372881, 0.177469522]}"
1663,"{'benami': [0.41880396, 0.471613556, 0.851165533], 'asset': [0.324381769, 0.24705807899999999, 0.0], 'rabri': [0.0, 0.041079469, 0.21815791699999998], 'tejashwi': [0.0, 0.106415316, 0.343197346], 'case': [0.254687846, 0.094372526, 0.240968257], 'questioned': [0.13380362099999998, 0.11120700800000001, 0.02927457], 'yadav': [0.40106675, 0.11597233300000001, 0.286234468], 'property': [0.495772064, 0.208046705, 0.0]}"
1664,"{'rain': [0.509613156, 0.21146763899999999, 0.245167553], 'mumbai': [0.303139269, 0.10915820300000001, 0.3002671]}"
1665,"{'rampal': [0.6959763170000001, 0.10420537699999999, 0.069109052], 'ashram': [0.06144109, 0.09259120400000001, 0.035804186], 'godman': [0.022634711000000002, 0.010825666999999999, 0.0], 'selfstyled': [0.408978492, 0.322335243, 0.0]}"
1666,"{'death': [0.416427046, 0.428726345, 0.0]}"
1667,"{'china': [0.34055686, 0.301814675, 0.08277375299999999], 'visit': [0.23184996800000002, 0.12879089999999999, 0.10414103400000001], 'summit': [0.287422866, 0.282615811, 0.068059668], 'brics': [0.0, 0.0, 0.662293792], 'xiamen': [0.252895743, 0.23511460399999998, 0.116042934], 'september': [0.49108511200000005, 0.358002961, 0.231580704], '35': [0.353127897, 0.280733198, 0.0], 'prime': [0.630362749, 0.607392609, 0.0], 'minister': [0.45503005399999996, 0.36907032100000003, 0.0]}"
1668,"{'coach': [0.45047155, 0.651440084, 0.24135989], 'asangaon': [0.358422339, 0.084759295, 0.680719435], 'derailed': [0.37427964799999996, 0.0, 0.067781523], 'near': [0.47933095700000006, 0.262601048, 0.774978697], 'nine': [0.45581942799999997, 0.0, 0.036319353], 'express': [0.211894959, 0.0, 0.09362094800000001], 'injury': [0.167486683, 0.48084718, 0.079181291], 'nagpurmumbai': [0.070115261, 0.0, 0.164532289], 'duronto': [0.121612661, 0.0, 0.18018207]}"
1669,"{'rahim': [0.304350227, 0.391987175, 0.0], 'jail': [0.10228811199999999, 0.097175136, 0.061492677999999995], 'dera': [0.14731612800000002, 0.096090555, 0.0], 'rape': [0.650344551, 0.157355487, 0.13018018], 'ram': [0.321313053, 0.250158489, 0.0]}"
1670,"{'project': [0.8029575940000001, 0.137294069, 0.025313629], 'udaipur': [0.504640758, 0.177023917, 0.10678988699999999]}"
1671,"{'dhan': [0.521364391, 0.198587835, 0.584392369], 'jan': [0.07350456, 0.016310317, 0.050293483], 'marginalised': [0.108098924, 0.434890538, 0.31014654], 'poor': [0.120868407, 0.098447546, 0.08630262300000001], 'aspiration': [0.029784482, 0.027351474, 0.18215397], 'wing': [0.09001185699999999, 0.08897355900000001, 0.02073922], 'million': [0.124287285, 0.08122298900000001, 0.037488837000000004], 'qualitative': [0.024396775, 0.199425295, 0.11638817900000001], 'transformative': [0.004731137, 0.019049283, 0.035545729], 'mainstream': [0.113497265, 0.123717897, 0.301958591]}"
1672,"{'haryana': [0.281065553, 0.28605333, 0.038995098], 'punjab': [0.236840114, 0.511280894, 0.017762543999999998], 'dera': [0.032136936, 0.380760372, 0.0], 'security': [0.09228665400000001, 0.092328005, 0.009842799000000001], 'violence': [0.065107651, 0.18817395, 0.0], 'sunaria': [0.07780867799999999, 0.376619875, 0.046301648]}"
1673,"{'rajiv': [0.351024389, 0.234489903, 0.126107201], 'home': [0.34082558799999996, 0.241274863, 0.318866938], 'situation': [0.997025907, 0.996312559, 0.144244999], 'haryana': [0.174631134, 0.244703919, 0.230088875], 'security': [0.208816946, 0.165393576, 0.451223224], 'rajnath': [0.0, 0.0, 0.739098072], 'chandigarh': [0.0, 0.10767342199999999, 0.127531424]}"
1674,"{'baat': [0.079519689, 0.0, 0.143402264], 'mann': [0.072671033, 0.0, 0.258165866], 'ki': [0.062919632, 0.0, 0.453951716]}"
1675,"{'personnel': [0.442730784, 0.108276784, 0.13598685], 'terrorist': [0.33849328799999995, 0.046128258, 0.210046023], 'pulwama': [0.571406305, 0.0, 0.125224799], 'kashmir': [0.43509396899999997, 0.371745795, 0.074456662]}"
1676,"{'dera': [0.269356906, 0.149679616, 0.130160764]}"
1677,"{'dera': [0.127871498, 0.049697109, 0.125137568], 'haryana': [0.179431289, 0.051399454000000004, 0.17275072600000002], 'sacha': [0.18610476, 0.114363521, 0.375186652], 'sauda': [0.161730334, 0.28531459, 0.299702525]}"
1678,"{'exporter': [0.054532159000000004, 0.050693697999999995, 0.22101405300000002], 'meat': [0.27471205600000004, 0.15756267300000001, 0.074606508], 'moin': [0.28188478899999997, 0.0, 0.12313780199999999], 'ed': [0.442156106, 0.147990972, 0.020514252], 'qureshi': [0.47811782399999997, 0.28689611, 0.307926118], 'laundering': [0.201540947, 0.37164190399999997, 0.08743918699999999], 'money': [0.114099547, 0.19996792100000002, 0.051099725], 'arrested': [0.233204827, 0.206648991, 0.256347865]}"
1679,"{'flood': [0.11992543900000001, 0.054853339, 0.0], 'aerial': [0.370152831, 0.22676459, 0.359521896], 'survey': [0.517919123, 0.11781003300000001, 0.474174351], 'bihar': [0.073310003, 0.45508277399999997, 0.17448177899999998], '500': [0.033970911, 0.0379069, 0.072903782]}"
1680,"{'bihar': [0.323743612, 0.45508277399999997, 0.171349332]}"
1681,"{'dera': [0.262644172, 0.07896439, 0.22383512600000002], 'sirsa': [0.36723896899999997, 0.0, 0.38944190700000003]}"
1682,"{'police': [0.454087943, 0.15805302599999999, 0.279426008], 'personnel': [0.072557621, 0.404997736, 0.13598685], 'crpf': [0.043437514, 0.5033059120000001, 0.097058505], 'pulwama': [0.085756451, 0.383076817, 0.125224799], 'security': [0.44220575700000003, 0.084513135, 0.38007617], 'terrorist': [0.20115813600000002, 0.512798607, 0.210046023], 'attack': [0.419697821, 0.323170602, 0.140597135]}"
1683,"{'judge': [0.120867394, 0.06904725, 0.07566428900000001], 'singh': [0.28897190100000003, 0.169549167, 0.5216830370000001], 'dera': [0.15236941, 0.08988182199999999, 0.130160764], 'haryana': [0.06513574700000001, 0.195340395, 0.425422609], 'rahim': [0.274983168, 0.441999882, 0.26915428]}"
1684,"{'violence': [0.733679891, 0.6095029710000001, 0.212694585], 'haryana': [0.241387397, 0.346862137, 0.525847018], 'dera': [0.12449901599999999, 0.566124141, 0.259606212], 'punjab': [0.162426353, 0.584739566, 0.131695867], 'peace': [0.449064821, 0.463174641, 0.0]}"
1685,"{'rahim': [0.708621442, 0.30787900100000004, 0.5488769410000001], 'dera': [0.48347458200000004, 0.127676234, 0.144995123], 'gurmeet': [0.655215621, 0.269780099, 0.211192593], 'panchkula': [0.97006309, 0.464295715, 0.581158698], 'ram': [0.345968574, 0.19255031600000003, 0.410350084], 'violence': [0.26006725399999997, 0.128077358, 0.132105276], 'follower': [0.34052521, 0.46584424399999996, 0.0]}"
1686,"{'flood': [0.35786292, 0.054853339, 0.0], 'aerial': [0.09993313300000001, 0.22676459, 0.359521896], 'survey': [0.232548922, 0.11781003300000001, 0.474174351], 'bihar': [0.322929978, 0.45508277399999997, 0.17448177899999998], 'pm': [0.357382983, 0.234040707, 0.811457098], 'situation': [0.18256390100000003, 0.209111705, 0.0], 'modi': [0.098155126, 0.042125675999999994, 0.262862712]}"
1687,"{'violence': [0.317018628, 0.30772095899999996, 0.0], 'distressing': [0.362438411, 0.342109889, 0.0], 'roundtheclock': [0.032792326000000004, 0.017313557, 0.0], 'deeply': [0.205320522, 0.265730798, 0.0], 'normalcy': [0.616325021, 0.358178735, 0.714488804], 'restore': [0.128882498, 0.075796448, 0.091040894], 'situation': [0.15309225, 0.22079601899999998, 0.16174981], 'rape': [0.425205499, 0.645040929, 0.66563499], 'reviewed': [0.16872619100000003, 0.08448428699999999, 0.202095583], 'nsa': [0.0757569, 0.083174981, 0.094252326]}"
1688,"{'irani': [0.09769856199999999, 0.16980285899999997, 0.486674726], 'oath': [0.27303353, 0.015356745, 0.08375307900000001], 'shah': [0.386596531, 0.5995615120000001, 0.23869893], 'rajya': [0.042012497999999995, 0.221935883, 0.399492323], 'smriti': [0.08216029400000001, 0.164995834, 0.08747673], 'administered': [0.124866672, 0.309597552, 0.0], 'amit': [0.20845358100000003, 0.009372239000000001, 0.462999493]}"
1689,"{'right': [0.967017591, 0.846282423, 0.568063676], 'privacy': [0.6332665679999999, 0.436405063, 0.196255997], 'fundamental': [0.8187932370000001, 0.607876718, 0.302012533], 'bench': [0.899927557, 0.37730789200000003, 0.599050701], 'court': [0.21230773600000002, 0.367576987, 0.166384995], 'constitution': [0.459226608, 0.21344769, 0.07031133]}"
1690,"{'haryana': [0.468057603, 0.13550888, 0.0], 'rahim': [0.21551618, 0.510756195, 0.0], 'ram': [0.15457215900000001, 0.333709002, 0.08970572800000001]}"
1692,"{'accident': [0.154808655, 0.29637298, 0.308327615], 'railway': [0.242720753, 0.141915232, 0.103387423], 'train': [0.274646342, 0.1486402, 0.101662956], 'prabhu': [0.209081054, 0.11240036, 0.086395584], 'moral': [0.11366692199999999, 0.08545482199999999, 0.053950227999999996], 'suresh': [0.099471092, 0.0, 0.038641635], 'responsibility': [0.135753646, 0.12266095699999999, 0.08893618699999999], 'full': [0.08372597400000001, 0.0, 0.085798889], 'minister': [0.108529761, 0.12683852, 0.401725709]}"
1693,"{'karti': [0.29046306, 0.063928887, 0.229454353], 'cbi': [0.642910659, 0.052748308, 0.241056114], 'chidambaram': [0.138000011, 0.06848924599999999, 0.083236031]}"
1694,"{'jethmalani': [0.08937604, 0.248190567, 0.18985809399999998], 'jaitley': [0.24854651100000003, 0.313839465, 0.493347287], 'defamation': [0.805815458, 0.579663932, 0.047228350999999995], 'kejriwal': [0.195618495, 0.510086358, 0.160964355], 'court': [0.280636042, 0.039918315, 0.45906400700000005], 'use': [0.039371647, 0.05546321, 0.283229262], 'arvind': [0.22617676899999997, 0.42048329100000004, 0.23664759100000002], 'filed': [0.186265305, 0.26520976399999996, 0.055436473]}"
1695,"{'modi': [0.10595274, 0.045161225, 0.35926955899999996]}"
1696,"{'talaq': [0.582903445, 0.445845306, 0.912623227], 'triple': [0.305053413, 0.23771606399999998, 0.732357323], 'verdict': [0.377448171, 0.0, 0.791220605], 'muslim': [0.68356216, 0.463682085, 0.726601422], 'court': [0.22253204899999998, 0.140461445, 0.6879796979999999], 'unconstitutional': [0.5460279579999999, 0.529132366, 0.0], 'practice': [0.24957871399999998, 0.244327515, 0.603726804], 'justice': [0.0, 0.181816518, 0.546516955]}"
1697,"{'shah': [0.445846081, 0.574112952, 0.210302725], 'shabir': [0.071174398, 0.0, 0.034836169], 'kashmiri': [0.337411433, 0.0, 0.15278571800000001], 'terror': [0.152722299, 0.273947418, 0.002116523], 'alleged': [0.017150687, 0.02374151, 0.07359410799999999], 'custody': [0.29830864100000004, 0.212772965, 0.023011656000000002], 'separatist': [0.157863647, 0.0, 0.188411489], 'denied': [0.117706276, 0.0, 0.081674241], 'arrested': [0.035280313, 0.10760481699999999, 0.01417188], 'bail': [0.23300963600000002, 0.0, 0.1623566], 'ed': [0.25755325, 0.165994257, 0.11283545199999999], 'court': [0.180987865, 0.157139823, 0.415419728]}"
1698,"{'tamil': [0.488806963, 0.200126305, 0.407428205]}"
1699,"{'doklam': [0.6701897379999999, 0.147523612, 0.594252944], 'china': [0.051658275999999996, 0.6855022909999999, 0.323524922], 'troop': [0.0, 0.068711057, 0.058842134000000004], 'solution': [0.132220149, 0.0, 0.12044352300000001], 'positive': [0.037752111, 0.0, 0.070978209], 'standoff': [1.0, 0.422416151, 0.450523794]}"
1700,"{'purohit': [0.721675098, 0.638178706, 0.67789495], 'malegaon': [0.359528422, 0.112882435, 0.075546898], 'bail': [0.472021371, 0.48220711899999996, 0.30067414], 'court': [0.17798711399999997, 0.320560992, 0.20483364199999998], 'blast': [0.286818057, 0.847805083, 0.7164205309999999], 'shrikant': [0.0, 0.261995941, 0.22709924], 'bombay': [0.064518563, 0.107176445, 0.055532508], '2008': [0.060327745999999995, 0.176431358, 0.0], 'col': [0.0, 0.578758478, 0.547499776]}"
1701,"{'bjpruled': [0.45125863, 0.253334582, 0.044278104000000006], 'minister': [0.403491795, 0.308534414, 0.576068163], 'meeting': [0.21751813600000003, 0.158077955, 0.468978971], 'chief': [0.11509682199999999, 0.43291795299999997, 0.573185265]}"
1702,"{'train': [0.696019471, 0.466714919, 0.015600526000000002], 'derailment': [0.0, 0.054713383, 0.363334835], 'utkal': [0.0, 0.103139736, 0.0]}"
1703,"{'diverted': [0.707511544, 0.343069047, 0.21289894], 'utkal': [0.236885205, 0.103139736, 0.0], 'train': [0.290367573, 0.466714919, 0.015600526000000002], 'derailment': [0.0, 0.054713383, 0.363334835]}"
1704,"{'utkal': [0.22090554199999998, 0.333687693, 0.261773854], 'derailment': [0.141757175, 0.257531881, 0.32471019], 'khatauli': [0.310321301, 0.128264442, 0.11594964599999999], 'express': [0.330597281, 0.24575197699999998, 0.286080897], 'muzaffarnagar': [0.19232668, 0.0, 0.099652], 'train': [0.677467644, 0.273160666, 0.40070217799999996]}"
1705,"{'shah': [0.22869958, 0.342324525, 0.401248813]}"
1706,"{'karti': [0.420143604, 0.762086272, 0.512158394], 'cbi': [0.135902226, 0.290341556, 0.203142285], 'chidambaram': [0.037303034, 0.102278896, 0.115807682], 'questioning': [0.020898245, 0.099814266, 0.051458657000000005], 'august': [0.194935903, 0.038785044, 0.258553743], 'appear': [0.197309315, 0.517576814, 0.48989325799999994], '23': [0.084730655, 0.048132785, 0.21043382600000002]}"
1707,"{'madhya': [0.130439267, 0.165839702, 0.205031142]}"
1708,"{'flood': [0.24888186199999998, 0.402284652, 0.151595473], 'assam': [0.130499452, 0.594884694, 0.139711127]}"
1709,"{'karti': [0.559411407, 0.762086272, 0.512158394], 'chidambaram': [0.130150124, 0.102278896, 0.115807682], 'cbi': [0.35798347, 0.290341556, 0.203142285], 'questioning': [0.044376712, 0.099814266, 0.051458657000000005], 'court': [0.086458571, 0.263964802, 0.16765441], 'august': [0.09575133, 0.038785044, 0.258553743], 'appear': [0.43814116700000005, 0.517576814, 0.48989325799999994]}"
1710,"{'jdu': [0.597095013, 0.692101002, 0.138516769], 'sharad': [0.18375998699999999, 0.11884287699999999, 0.16538386], 'yadav': [0.6922109129999999, 0.764682651, 0.098756224], 'party': [0.078112192, 0.44834908799999995, 0.281880796], 'nitish': [0.033468295, 0.722242475, 0.033649407], 'kumar': [0.08100321099999999, 0.305203289, 0.055221308], 'executive': [0.007857936999999999, 0.33710438, 0.34774792200000004]}"
